feature_id,k,n_selected,n_seeds,selection_frequency,feature_family,stability_metric,seed_a,seed_b,spearman_corr,jaccard_similarity,mean_abs_attribution,bootstrap_ci_low,bootstrap_ci_high,n_subjects,validation_source,group_name,delta_probability
EC|F6-PO5|Beta Low,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F6-PO5|Beta Medium,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F6-TP8|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F7-P4|Beta Medium,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F7-P6|Beta Medium,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-C4|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-CP5|Beta Medium,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-CP6|Beta Medium,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-CZ|Beta Medium,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-FC2|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-FC3|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-P1|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-P1|Beta Medium,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-P4|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-P6|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-PO3|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC1-CB2|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC1-FC2|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC1-FCZ|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC1-OZ|Beta Low,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC1-TP7|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC2-C1|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC2-P3|Beta Low,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC3-CB2|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC3-FC4|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC3-FT8|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC3-POZ|Alpha,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC3-T8|Beta Medium,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC4-CP2|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC6-C3|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC6-O1|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC6-PO7|Beta Medium,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC6-T7|Beta Medium,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FCZ-CP1|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP1-C5|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP1-F6|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP1-FC6|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP1-FT7|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP1-PZ|Beta Medium,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP2-F2|Beta Medium,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP2-F4|Beta Medium,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP2-FC3|Beta Medium,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP2-FT8|Beta Medium,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FPZ-F6|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FPZ-F7|Beta Medium,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FPZ-P1|Beta Medium,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FPZ-P2|Beta Medium,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FT8-C2|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FT8-CP4|Beta Medium,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FT8-P3|Beta Low,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FZ-FC1|Beta Medium,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FZ-FCZ|Alpha,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FZ-FCZ|Beta Medium,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FZ-P1|Beta Low,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|P1-CB1|Beta Medium,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|P3-PO5|Beta Low,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|P4-P8|Beta Low,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|P6-P8|Beta Low,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|PO3-CB1|Beta Medium,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|T7-P7|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|T8-P1|Beta Low,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|T8-P3|Beta High,20.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C5-P2|Beta Medium,50.0,6.0,10.0,0.6,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FT7-P2|Beta Medium,50.0,6.0,10.0,0.6,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-CP1|Beta High,50.0,5.0,10.0,0.5,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-C4|Beta Medium,50.0,4.0,10.0,0.4,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-CP5|Beta Medium,50.0,4.0,10.0,0.4,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-FC4|Beta High,50.0,4.0,10.0,0.4,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-P3|Beta Medium,50.0,4.0,10.0,0.4,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-P5|Beta Medium,50.0,4.0,10.0,0.4,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC6-PO7|Beta Medium,50.0,4.0,10.0,0.4,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP2-P1|Beta Medium,50.0,4.0,10.0,0.4,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP2-P2|Beta Medium,50.0,4.0,10.0,0.4,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FPZ-P1|Beta Medium,50.0,4.0,10.0,0.4,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|AF4-FC5|Beta Medium,50.0,3.0,10.0,0.3,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C2-T8|Beta High,50.0,3.0,10.0,0.3,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C3-P6|Beta High,50.0,3.0,10.0,0.3,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C5-CB2|Beta High,50.0,3.0,10.0,0.3,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CP2-CP6|Beta Low,50.0,3.0,10.0,0.3,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F2-FC4|Beta Medium,50.0,3.0,10.0,0.3,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F4-C5|Beta High,50.0,3.0,10.0,0.3,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F6-FC5|Beta High,50.0,3.0,10.0,0.3,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F6-PO7|Beta Medium,50.0,3.0,10.0,0.3,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-C2|Beta Medium,50.0,3.0,10.0,0.3,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-C6|Beta Medium,50.0,3.0,10.0,0.3,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-CP3|Beta Medium,50.0,3.0,10.0,0.3,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-CP4|Beta Medium,50.0,3.0,10.0,0.3,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-FC6|Beta Medium,50.0,3.0,10.0,0.3,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-P1|Beta High,50.0,3.0,10.0,0.3,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-P4|Beta High,50.0,3.0,10.0,0.3,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-P6|Beta High,50.0,3.0,10.0,0.3,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC1-FC4|Beta High,50.0,3.0,10.0,0.3,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FPZ-P2|Beta Medium,50.0,3.0,10.0,0.3,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|P1-PO7|Beta Medium,50.0,3.0,10.0,0.3,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|AF4-FC1|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|AF4-P3|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C3-C4|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C3-CB2|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C5-P4|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C6-PO5|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C6-PO7|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C6-TP7|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CP2-CP4|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CP3-P2|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CP4-CB1|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CP6-P4|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F2-C5|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F2-F4|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F2-FC4|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F2-FC5|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F3-FC4|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F4-C3|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F4-C4|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F4-CB1|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F4-CP1|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F4-CP4|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F4-F8|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F4-FT7|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F4-P2|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F4-T7|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F4-TP8|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F6-CP4|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F6-F8|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F6-FC2|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F6-TP8|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F7-P4|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-C3|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-CP2|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-CP6|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-CZ|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-PO5|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC3-FC6|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC3-PO6|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC4-CP2|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC5-CP3|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC6-C6|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC6-CP4|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC6-O1|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC6-P4|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC6-P5|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC6-T8|Beta Low,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC6-TP8|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP2-F2|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP2-OZ|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP2-P3|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FT7-P6|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FT8-P1|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FZ-FCZ|Alpha,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|P1-CB1|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|P1-PO3|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|P1-PO5|Beta Medium,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|PZ-CB2|Beta Low,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|T8-P8|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|TP8-PO5|Beta High,50.0,2.0,10.0,0.2,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|AF3-C3|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|AF3-C3|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|AF3-CP3|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|AF3-F2|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|AF3-FC4|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|AF3-FC6|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|AF3-FT8|Alpha,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|AF4-C3|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|AF4-C5|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|AF4-CP6|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|AF4-CP6|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|AF4-F6|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|AF4-F7|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|AF4-FC2|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|AF4-FC3|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|AF4-FT8|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|AF4-P1|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|AF4-P2|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|AF4-PO5|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C1-P1|Alpha,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C1-PO8|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C1-PZ|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C3-CB1|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C3-O1|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C3-P2|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C3-P4|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C3-P4|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C3-PO8|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C4-CP2|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C4-P1|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C4-TP7|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C5-C4|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C5-CP2|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C5-CZ|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C5-P6|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C5-PO5|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C5-PO8|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C5-PZ|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C5-T8|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C6-CP1|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C6-CP4|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C6-CPZ|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C6-P5|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|C6-P7|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CP1-CP6|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CP1-O1|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CP2-CP4|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CP2-O1|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CP2-P5|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CP2-P8|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CP2-POZ|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CP2-PZ|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CP2-TP8|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CP3-O2|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CP3-PO3|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
